asian_count_app,asian_count_orig,asian_income_average_app,asian_income_average_orig,asian_loan_average_app,asian_loan_average_orig,asian_value_app,asian_value_orig,black_count_app,black_count_orig,black_income_average_app,black_income_average_orig,black_loan_average_app,black_loan_average_orig,black_value_app,black_value_orig,count_app,count_app_delta,count_orig,county,fips,hawaiian_count_app,hawaiian_count_orig,hawaiian_income_average_app,hawaiian_income_average_orig,hawaiian_loan_average_app,hawaiian_loan_average_orig,hawaiian_value_app,hawaiian_value_orig,income_average_app,income_average_app_delta,income_average_orig,income_mult_delta,income_multiple,loan_average_app,loan_average_orig,loan_avg_app_delta,native_count_app,native_count_orig,native_income_average_app,native_income_average_orig,native_loan_average_app,native_loan_average_orig,native_value_app,native_value_orig,state,value_app,value_app_delta,value_orig,white_count_app,white_count_orig,white_income_average_app,white_income_average_orig,white_loan_average_app,white_loan_average_orig,white_value_app,white_value_orig,year
,,,,,,,,5.0,3.0,50.6,63.33,48.6,33.33,243.0,100.0,519.0,,169.0,051,51051,,,,,,,,,33.08,,36.83,,1.4200423216444982,37.58,39.1,,,,,,,,,,51,19503.0,,6608.0,387.0,141.0,34.2,36.92,37.8,39.43,14628.0,5560.0,2000.0
,,,,,,,,8.0,7.0,43.13,45.86,56.63,59.86,453.0,419.0,701.0,35.06743737957612,278.0,051,51051,,,,,,,,,37.77,14.177750906892395,43.05,3.430598607887325,1.468758273762245,44.38,48.81,18.0947312400213,4.0,3.0,37.25,44.33,56.25,66.0,225.0,198.0,51,31109.0,0.595087935189458,13568.0,500.0,242.0,39.04,43.92,45.52,49.3,22761.0,11931.0,2001.0
1.0,1.0,186.0,186.0,70.0,70.0,70.0,70.0,3.0,3.0,47.33,47.33,47.33,47.33,142.0,142.0,584.0,-16.6904422253923,287.0,051,51051,,,,,,,,,43.19,14.350013238019589,46.44,-6.519470597497179,1.3730030099560084,47.44,47.48,6.894997746732745,1.0,,32.0,,55.0,,55.0,,51,27705.0,-0.10942171075894436,13628.0,448.0,259.0,43.79,45.75,46.61,46.78,20882.0,12115.0,2002.0
2.0,1.0,25.0,25.0,85.0,85.0,170.0,85.0,2.0,1.0,52.5,73.0,53.0,67.0,106.0,67.0,579.0,-0.8561643835616417,305.0,051,51051,,,,,,,,,45.7,5.811530446862712,45.1,7.117976501931733,1.4707330415754925,53.77,54.49,13.34317032040473,2.0,1.0,27.5,32.0,31.5,23.0,63.0,23.0,51,31133.0,0.12373217830716476,16618.0,513.0,287.0,43.56,45.28,52.24,53.63,26799.0,15393.0,2003.0
,,,,,,,,4.0,1.0,22.5,29.0,41.5,33.0,166.0,33.0,693.0,19.68911917098446,313.0,051,51051,2.0,1.0,45.5,64.0,38.0,51.0,76.0,51.0,46.16,1.0065645514222954,49.64,3.4224418208500085,1.5210680242634316,56.17,55.33,4.4634554584340735,1.0,,48.0,,83.0,,83.0,,51,38926.0,0.2503131725179071,17319.0,632.0,300.0,45.89,48.13,55.14,54.21,34848.0,16264.0,2004.0
3.0,,34.67,,92.33,,277.0,,2.0,,27.0,,62.5,,125.0,,624.0,-9.956709956709952,276.0,051,51051,,,,,,,,,47.08,1.9930675909878737,49.45,6.0403626628654505,1.6129460492778251,60.75,54.14,8.153818764465015,2.0,,43.0,,65.0,,130.0,,51,37909.0,-0.026126496429121904,14943.0,568.0,269.0,46.62,49.07,59.25,54.37,33656.0,14626.0,2005.0
,,,,,,,,1.0,1.0,29.0,29.0,21.0,21.0,21.0,21.0,604.0,-3.205128205128205,276.0,051,51051,3.0,,25.33,,57.0,,171.0,,51.91,10.259133389974506,54.0,1.9371894851250016,1.6441918705451743,68.28,60.86,12.395061728395063,1.0,,45.0,,35.0,,35.0,,51,41240.0,0.08786831623097413,16797.0,544.0,270.0,52.34,54.24,67.43,60.72,36682.0,16394.0,2006.0
1.0,1.0,43.0,43.0,97.0,97.0,97.0,97.0,3.0,1.0,80.0,81.0,181.67,66.0,545.0,66.0,616.0,1.9867549668874274,291.0,051,51051,1.0,,42.0,,80.0,,80.0,,53.83,3.698709304565595,55.32,2.477945660039138,1.6849340516440647,72.56,62.99,6.268306971294679,3.0,1.0,98.67,73.0,100.0,89.0,300.0,89.0,51,44697.0,0.08382638215324922,18331.0,539.0,275.0,52.9,54.3,69.37,60.75,37392.0,16707.0,2007.0
4.0,,83.0,,245.0,,980.0,,8.0,,57.0,,66.5,,532.0,,2064.0,235.06493506493507,1008.0,051,51051,4.0,,65.0,,125.0,,500.0,,53.19,-1.1889281070035285,54.62,2.2353504619187614,1.7225982327505167,73.3,64.45,1.0198456449834525,4.0,,41.0,,151.0,,604.0,,51,151296.0,2.3849251627626016,64968.0,1936.0,976.0,53.28,54.99,70.86,63.19,137192.0,61672.0,2008.0
,,,,,,,,3.0,2.0,51.33,29.0,45.33,33.0,136.0,66.0,319.0,-84.54457364341086,188.0,051,51051,,,,,,,,,56.49,6.204173716864081,53.81,-11.09559286471401,1.5314657461497607,69.21,66.81,-5.579809004092773,,,,,,,,,51,22079.0,-0.8540675232656514,12560.0,288.0,181.0,55.8,53.44,68.49,66.46,19725.0,12029.0,2009.0
