year,state,county,fips,loan_average_orig,income_average_orig,count_orig,value_orig,native_loan_average_orig,native_income_average_orig,native_count_orig,native_value_orig,black_loan_average_orig,black_income_average_orig,black_count_orig,black_value_orig,asian_loan_average_orig,asian_income_average_orig,asian_count_orig,asian_value_orig,white_loan_average_orig,white_income_average_orig,white_count_orig,white_value_orig,hawaiian_loan_average_orig,hawaiian_income_average_orig,hawaiian_count_orig,hawaiian_value_orig,not_applicable_loan_average_orig,not_applicable_income_average_orig,not_applicable_count_orig,not_applicable_value_orig,not_provided_loan_average_orig,not_provided_income_average_orig,not_provided_count_orig,not_provided_value_orig,no_co_app_loan_average_orig,no_co_app_income_average_orig,no_co_app_count_orig,no_co_app_value_orig
2002,53,025,53025,98.63,78.68,1890,186417,94.91,84.45,11.0,1044.0,92.5,42.5,12.0,1110.0,98.44,152.32,25.0,2461.0,102.92,85.18,1235.0,127107.0,73.46,45.11,173.0,12709.0,97.46,68.0,416.0,40544.0,71.07,47.29,14.0,995.0,111.75,377.5,4.0,447.0
2002,47,053,47053,78.38,54.84,1114,87317,71.29,36.86,7.0,499.0,50.38,40.84,101.0,5088.0,110.0,59.5,2.0,220.0,82.29,57.29,869.0,71512.0,57.0,43.67,3.0,171.0,73.42,49.93,122.0,8957.0,95.6,72.0,5.0,478.0,78.4,45.4,5.0,392.0
2002,38,001,38001,53.71,61.16,58,3115,,,,,,,,,,,,,53.71,61.16,58.0,3115.0,,,,,,,,,,,,,,,,
2002,31,003,31003,60.69,51.97,77,4673,,,,,,,,,,,,,63.31,54.98,64.0,4052.0,65.0,54.0,1.0,65.0,46.33,35.75,12.0,556.0,,,,,,,,
2002,46,101,46101,70.19,54.64,134,9406,71.6,45.8,5.0,358.0,,,,,68.0,60.0,1.0,68.0,71.98,56.63,112.0,8062.0,77.0,45.0,1.0,77.0,56.07,43.0,15.0,841.0,,,,,,,,
2002,41,003,41003,139.73,81.72,3440,480684,125.6,84.1,10.0,1256.0,172.47,109.67,15.0,2587.0,144.03,94.06,98.0,14115.0,140.84,81.02,2770.0,390138.0,129.38,63.82,45.0,5822.0,132.61,85.18,460.0,61002.0,135.42,67.82,38.0,5146.0,154.5,86.0,4.0,618.0
2002,48,259,48259,166.11,121.28,1218,202326,99.0,35.0,1.0,99.0,153.67,175.33,3.0,461.0,146.0,47.0,2.0,292.0,165.19,120.7,920.0,151972.0,143.83,101.1,86.0,12369.0,182.41,133.03,191.0,34841.0,152.8,128.27,15.0,2292.0,,,,
2002,48,113,48113,136.69,114.83,64485,8814659,115.17,90.13,240.0,27641.0,98.76,79.7,5129.0,506551.0,120.22,98.21,3358.0,403709.0,152.92,129.92,37287.0,5701795.0,82.97,61.86,7474.0,620135.0,142.61,120.46,9888.0,1410135.0,134.4,104.47,963.0,129424.0,104.58,316.37,146.0,15269.0
2002,06,073,06073,237.99,117.16,224814,53502844,215.83,125.0,762.0,164463.0,191.28,89.36,4231.0,809299.0,235.23,119.87,16547.0,3892337.0,251.56,123.47,130481.0,32823447.0,192.54,85.94,22128.0,4260552.0,227.07,115.76,46084.0,10464114.0,242.88,115.51,3782.0,918583.0,212.83,121.66,799.0,170049.0
2002,54,019,54019,56.81,51.16,1017,57776,,,,,46.08,43.44,25.0,1152.0,,,,,55.56,52.77,825.0,45834.0,73.0,39.0,1.0,73.0,66.52,46.67,132.0,8781.0,57.34,36.53,32.0,1835.0,50.5,20.0,2.0,101.0
