year,state,county,fips,loan_average_orig,income_average_orig,count_orig,value_orig,native_loan_average_orig,native_income_average_orig,native_count_orig,native_value_orig,black_loan_average_orig,black_income_average_orig,black_count_orig,black_value_orig,asian_loan_average_orig,asian_income_average_orig,asian_count_orig,asian_value_orig,white_loan_average_orig,white_income_average_orig,white_count_orig,white_value_orig,hawaiian_loan_average_orig,hawaiian_income_average_orig,hawaiian_count_orig,hawaiian_value_orig,not_applicable_loan_average_orig,not_applicable_income_average_orig,not_applicable_count_orig,not_applicable_value_orig,not_provided_loan_average_orig,not_provided_income_average_orig,not_provided_count_orig,not_provided_value_orig,no_co_app_loan_average_orig,no_co_app_income_average_orig,no_co_app_count_orig,no_co_app_value_orig
2010,34,005,34005,213.73,122.99,10217,2183684,203.24,110.94,17.0,3455.0,185.58,100.08,403.0,74789.0,273.6,138.04,496.0,135708.0,211.39,122.44,7856.0,1660709.0,166.25,101.75,16.0,2660.0,126.8,179.8,5.0,634.0,214.7,127.43,1424.0,305729.0,,,,
2010,27,077,27077,124.66,87.32,41,5111,124.0,272.0,1.0,124.0,,,,,,,,,126.21,82.69,39.0,4922.0,,,,,,,,,65.0,83.0,1.0,65.0,,,,
2010,40,073,40073,117.82,96.23,181,21325,47.67,51.83,6.0,286.0,,,,,,,,,119.46,99.29,163.0,19472.0,,,,,,,,,130.58,76.75,12.0,1567.0,,,,
2010,19,155,19155,133.58,90.22,2140,285864,137.0,101.0,2.0,274.0,158.8,100.4,5.0,794.0,121.0,65.25,4.0,484.0,134.18,90.32,1997.0,267964.0,151.0,78.0,2.0,302.0,200.0,65.0,1.0,200.0,122.84,89.36,129.0,15846.0,,,,
2010,17,001,17001,109.71,83.29,1517,166427,,,,,108.0,76.67,9.0,972.0,135.69,87.77,13.0,1764.0,108.23,82.58,1469.0,158991.0,122.0,57.0,1.0,122.0,,,,,183.12,125.84,25.0,4578.0,,,,
2010,51,690,51690,109.9,89.62,102,11210,,,,,65.9,47.9,10.0,659.0,81.0,65.33,3.0,243.0,116.54,94.69,87.0,10139.0,,,,,,,,,84.5,114.0,2.0,169.0,,,,
2010,46,083,46083,186.39,120.41,2116,394402,131.0,68.0,1.0,131.0,258.75,206.25,4.0,1035.0,187.44,157.76,25.0,4686.0,186.05,118.97,1958.0,364292.0,,,,,,,,,189.52,132.77,128.0,24258.0,,,,
2010,39,013,39013,103.29,72.68,798,82427,41.5,252.0,2.0,83.0,48.67,68.67,3.0,146.0,155.67,112.0,3.0,467.0,103.05,71.79,764.0,78731.0,,,,,,,,,115.38,80.92,26.0,3000.0,,,,
2010,21,187,21187,106.96,87.31,160,17113,45.0,136.0,1.0,45.0,,,,,,,,,106.01,84.7,146.0,15477.0,,,,,,,,,122.38,112.92,13.0,1591.0,,,,
2010,47,051,47051,154.1,107.58,501,77203,29.0,72.0,1.0,29.0,153.88,86.75,8.0,1231.0,212.0,179.33,3.0,636.0,153.65,107.95,463.0,71139.0,,,,,,,,,160.31,100.58,26.0,4168.0,,,,
2010,27,035,27035,191.17,127.03,1762,336846,149.0,62.0,4.0,596.0,119.0,121.0,2.0,238.0,163.86,218.57,7.0,1147.0,192.07,126.23,1603.0,307892.0,200.0,135.0,1.0,200.0,,,,,184.64,133.21,145.0,26773.0,,,,
2010,28,119,28119,44.85,54.15,40,1794,,,,,32.5,52.83,12.0,390.0,,,,,49.85,52.56,27.0,1346.0,,,,,,,,,58.0,113.0,1.0,58.0,,,,
2010,29,127,29127,104.85,77.53,522,54733,124.0,91.5,2.0,248.0,65.5,58.5,4.0,262.0,46.0,45.0,1.0,46.0,104.92,77.62,497.0,52144.0,,,,,,,,,112.94,79.56,18.0,2033.0,,,,
2010,22,121,22121,153.07,84.66,468,71638,228.0,91.0,1.0,228.0,188.58,80.73,52.0,9806.0,169.0,99.83,6.0,1014.0,147.52,85.4,387.0,57089.0,,,,,,,,,159.14,76.36,22.0,3501.0,,,,
2010,02,060,02060,160.0,86.25,4,640,,,,,,,,,,,,,160.0,86.25,4.0,640.0,,,,,,,,,,,,,,,,
2010,30,067,30067,200.9,121.88,319,64087,122.5,51.5,2.0,245.0,165.0,80.0,1.0,165.0,200.0,52.0,2.0,400.0,201.34,123.04,298.0,59998.0,,,,,,,,,204.94,120.44,16.0,3279.0,,,,
2010,42,123,42123,77.99,72.12,566,44145,39.0,78.0,1.0,39.0,143.0,299.0,1.0,143.0,363.0,377.0,1.0,363.0,77.29,71.61,498.0,38491.0,,,,,84.0,117.0,1.0,84.0,78.52,66.97,64.0,5025.0,,,,
2010,16,023,16023,103.64,68.51,39,4042,,,,,,,,,,,,,101.39,72.55,31.0,3143.0,,,,,,,,,112.38,52.88,8.0,899.0,,,,
2010,22,067,22067,98.22,90.69,213,20920,,,,,70.23,72.0,26.0,1826.0,,,,,101.92,94.6,181.0,18447.0,,,,,,,,,107.83,53.83,6.0,647.0,,,,
2010,46,071,46071,46.25,66.0,4,185,47.0,78.0,3.0,141.0,,,,,,,,,44.0,30.0,1.0,44.0,,,,,,,,,,,,,,,,
2010,38,051,38051,62.71,74.76,17,1066,,,,,,,,,26.0,20.0,1.0,26.0,66.8,79.4,15.0,1002.0,,,,,,,,,38.0,60.0,1.0,38.0,,,,
2010,55,031,55031,121.34,81.77,1200,145613,127.22,68.0,9.0,1145.0,78.0,78.0,2.0,156.0,185.0,60.0,1.0,185.0,120.9,80.27,1130.0,136612.0,105.0,86.0,2.0,210.0,251.5,967.5,2.0,503.0,125.96,83.02,54.0,6802.0,,,,
