year,state,county,fips,loan_average_orig,income_average_orig,count_orig,value_orig,native_loan_average_orig,native_income_average_orig,native_count_orig,native_value_orig,black_loan_average_orig,black_income_average_orig,black_count_orig,black_value_orig,asian_loan_average_orig,asian_income_average_orig,asian_count_orig,asian_value_orig,white_loan_average_orig,white_income_average_orig,white_count_orig,white_value_orig,hawaiian_loan_average_orig,hawaiian_income_average_orig,hawaiian_count_orig,hawaiian_value_orig,not_applicable_loan_average_orig,not_applicable_income_average_orig,not_applicable_count_orig,not_applicable_value_orig,not_provided_loan_average_orig,not_provided_income_average_orig,not_provided_count_orig,not_provided_value_orig,no_co_app_loan_average_orig,no_co_app_income_average_orig,no_co_app_count_orig,no_co_app_value_orig
2008,34,019,34019,279.11,145.62,11904,3322512,279.0,106.5,8.0,2232.0,334.11,158.06,72.0,24056.0,332.78,161.12,332.0,110484.0,276.31,144.25,9768.0,2698992.0,281.5,126.5,16.0,4504.0,544.0,300.0,4.0,2176.0,281.73,149.92,1704.0,480068.0,,,,
2008,48,241,48241,112.92,110.18,984,111112,,,,,80.14,56.57,56.0,4488.0,16.0,31.0,4.0,64.0,114.99,111.88,868.0,99808.0,,,,,,,,,120.57,143.07,56.0,6752.0,,,,
2008,26,127,26127,132.11,95.85,1828,241492,39.0,53.0,4.0,156.0,124.0,90.0,4.0,496.0,,,,,133.52,95.27,1672.0,223244.0,,,,,123.0,151.67,12.0,1476.0,118.53,99.47,136.0,16120.0,,,,
2008,30,045,30045,112.0,69.43,56,6272,,,,,,,,,,,,,112.0,69.43,56.0,6272.0,,,,,,,,,,,,,,,,
2008,48,073,48073,105.15,90.17,1612,169504,61.75,64.63,32.0,1976.0,66.82,59.45,44.0,2940.0,67.6,143.8,20.0,1352.0,109.08,91.29,1448.0,157948.0,,,,,38.4,48.0,20.0,768.0,94.17,96.67,48.0,4520.0,,,,
2008,13,237,13237,261.92,203.5,1928,504980,174.0,312.0,4.0,696.0,113.72,72.78,72.0,8188.0,347.83,177.5,24.0,8348.0,266.91,209.27,1608.0,429184.0,,,,,215.0,60.0,4.0,860.0,267.15,207.72,216.0,57704.0,,,,
2008,22,045,22045,95.59,94.3,3056,292124,125.33,37.33,12.0,1504.0,88.3,87.68,316.0,27904.0,71.61,68.28,72.0,5156.0,96.53,84.37,2476.0,239008.0,38.67,101.67,12.0,464.0,122.0,8325.0,4.0,488.0,107.32,71.34,164.0,17600.0,,,,
2008,16,057,16057,173.18,82.62,2132,369216,,,,,679.0,198.0,4.0,2716.0,169.8,62.2,20.0,3396.0,171.43,82.56,1956.0,335308.0,246.5,176.0,8.0,1972.0,,,,,179.33,77.81,144.0,25824.0,,,,
2008,35,013,35013,164.67,97.62,10892,1793632,149.95,71.84,148.0,22192.0,162.84,98.16,100.0,16284.0,199.92,106.38,96.0,19192.0,166.86,98.4,9096.0,1517772.0,160.7,151.5,40.0,6428.0,46.67,141.0,12.0,560.0,150.86,92.74,1400.0,211204.0,,,,
2008,06,113,06113,249.74,118.09,11408,2849008,260.89,177.78,108.0,28176.0,238.06,104.0,128.0,30472.0,261.81,127.68,1296.0,339308.0,244.65,112.65,8088.0,1978728.0,235.8,123.8,120.0,28296.0,,,,,266.2,133.84,1668.0,444028.0,,,,
2008,20,075,20075,114.0,75.67,12,1368,,,,,,,,,,,,,114.0,75.67,12.0,1368.0,,,,,,,,,,,,,,,,
2008,11,001,11001,327.63,160.2,48828,15997452,298.02,133.24,180.0,53644.0,233.47,93.54,11900.0,2778276.0,329.16,161.72,1632.0,537192.0,372.02,184.69,23880.0,8883840.0,353.41,130.22,128.0,45236.0,131.57,141.43,28.0,3684.0,333.54,179.62,11080.0,3695580.0,,,,
2008,37,113,37113,200.06,118.92,4184,837032,130.0,53.5,8.0,1040.0,174.75,89.0,16.0,2796.0,179.55,61.18,44.0,7900.0,197.91,115.85,3760.0,744136.0,417.0,74.0,4.0,1668.0,1215.5,268.0,8.0,9724.0,202.81,159.87,344.0,69768.0,,,,
2008,16,043,16043,173.56,120.85,1068,185360,,,,,,,,,272.0,139.33,12.0,3264.0,174.99,122.63,996.0,174288.0,133.0,49.0,4.0,532.0,,,,,129.93,90.36,56.0,7276.0,,,,
2008,42,051,42051,93.68,71.59,5280,494644,66.0,40.5,8.0,528.0,83.79,99.79,56.0,4692.0,138.0,51.0,4.0,552.0,93.62,70.46,4808.0,450120.0,119.25,71.5,16.0,1908.0,100.36,131.27,44.0,4416.0,94.27,76.09,344.0,32428.0,,,,
2008,20,059,20059,109.68,75.43,1956,214528,,,,,80.5,90.0,16.0,1288.0,,,,,111.53,72.84,1796.0,200304.0,5.0,55.0,4.0,20.0,88.0,216.0,40.0,3520.0,93.96,64.2,100.0,9396.0,,,,
2008,20,197,20197,91.23,67.71,516,47076,20.0,160.0,4.0,80.0,,,,,,,,,91.63,66.79,472.0,43248.0,,,,,169.0,199.0,4.0,676.0,85.33,55.0,36.0,3072.0,,,,
2008,37,175,37175,213.93,116.64,2500,534836,127.5,70.5,8.0,1020.0,135.0,64.33,24.0,3240.0,,,,,210.01,112.06,2224.0,467064.0,,,,,224.0,122.83,24.0,5376.0,264.25,169.62,220.0,58136.0,,,,
2008,48,343,48343,83.91,73.83,512,42960,,,,,51.9,45.6,40.0,2076.0,,,,,88.11,76.37,448.0,39472.0,,,,,50.0,200.0,4.0,200.0,60.6,48.2,20.0,1212.0,,,,
2008,51,740,51740,133.17,72.29,6360,846952,129.25,104.0,16.0,2068.0,124.01,65.34,1984.0,246044.0,132.4,91.6,40.0,5296.0,137.39,74.26,3412.0,468764.0,104.5,80.3,40.0,4180.0,,,,,138.94,78.55,868.0,120600.0,,,,
2008,54,079,54079,141.09,85.87,5012,707160,231.0,210.5,8.0,1848.0,190.0,62.0,16.0,3040.0,112.33,55.67,12.0,1348.0,140.03,85.02,4764.0,667088.0,247.5,127.5,8.0,1980.0,270.67,72.33,12.0,3248.0,149.0,104.69,192.0,28608.0,,,,
