year,state,county,fips,loan_average_app,income_average_app,count_app,value_app,native_loan_average_app,native_income_average_app,native_count_app,native_value_app,black_loan_average_app,black_income_average_app,black_count_app,black_value_app,asian_loan_average_app,asian_income_average_app,asian_count_app,asian_value_app,white_loan_average_app,white_income_average_app,white_count_app,white_value_app,hawaiian_loan_average_app,hawaiian_income_average_app,hawaiian_count_app,hawaiian_value_app,not_applicable_loan_average_app,not_applicable_income_average_app,not_applicable_count_app,not_applicable_value_app,not_provided_loan_average_app,not_provided_income_average_app,not_provided_count_app,not_provided_value_app,no_co_app_loan_average_app,no_co_app_income_average_app,no_co_app_count_app,no_co_app_value_app
2001,18,071,18071,78.39,53.41,3074,240970,,,,,68.33,49.83,6.0,410.0,81.5,46.25,8.0,652.0,81.08,55.75,2334.0,189246.0,48.4,33.87,15.0,726.0,69.84,46.43,693.0,48401.0,89.75,48.5,4.0,359.0,84.0,36.57,14.0,1176.0
2001,27,171,27171,122.64,69.86,11974,1468475,104.41,58.76,29.0,3028.0,140.47,63.88,32.0,4495.0,149.24,75.21,29.0,4328.0,128.79,70.36,9288.0,1196159.0,105.36,60.95,58.0,6111.0,98.59,68.29,2434.0,239972.0,145.74,66.83,65.0,9473.0,125.87,76.64,39.0,4909.0
2001,18,217,18217,98.0,84.0,2,196,,,,,,,,,,,,,,,,,,,,,,,,,98.0,61.0,1.0,98.0,98.0,107.0,1.0,98.0
2001,51,175,51175,80.11,48.97,742,59438,,,,,66.93,42.41,111.0,7429.0,65.0,34.0,2.0,130.0,96.49,57.88,295.0,28464.0,,,,,69.51,43.08,326.0,22661.0,92.0,31.75,4.0,368.0,96.5,78.25,4.0,386.0
2001,05,069,05069,54.25,49.03,3463,187879,44.63,55.63,8.0,357.0,50.92,46.72,578.0,29434.0,126.22,118.78,18.0,2272.0,61.31,57.59,1275.0,78168.0,46.17,46.08,12.0,554.0,48.56,41.72,1540.0,74784.0,63.57,62.29,21.0,1335.0,88.64,59.55,11.0,975.0
2001,53,041,53041,101.54,58.02,4992,506910,78.11,44.3,37.0,2890.0,127.91,71.55,11.0,1407.0,107.69,63.41,29.0,3123.0,103.05,59.14,3058.0,315115.0,95.47,55.49,83.0,7924.0,98.87,56.05,1742.0,172229.0,138.44,74.89,18.0,2492.0,123.57,63.5,14.0,1730.0
2001,28,101,28101,49.2,39.75,957,47081,28.25,37.25,4.0,113.0,41.55,29.76,128.0,5319.0,,,,,54.5,44.86,425.0,23163.0,22.0,60.0,1.0,22.0,45.46,37.16,391.0,17774.0,105.75,71.25,4.0,423.0,66.75,34.5,4.0,267.0
2001,51,099,51099,110.63,72.31,1117,123571,56.5,35.5,4.0,226.0,67.24,49.99,98.0,6590.0,142.38,111.38,8.0,1139.0,123.71,77.48,601.0,74347.0,106.11,59.56,9.0,955.0,100.24,69.63,378.0,37890.0,119.5,83.0,4.0,478.0,129.73,72.07,15.0,1946.0
2001,21,077,21077,81.38,52.19,508,41342,,,,,89.33,32.67,3.0,268.0,76.0,43.0,1.0,76.0,82.07,53.45,353.0,28971.0,46.25,25.75,4.0,185.0,80.16,47.01,143.0,11463.0,30.0,72.0,2.0,60.0,159.5,268.5,2.0,319.0
2001,32,011,32011,61.34,61.0,41,2515,,,,,,,,,,,,,56.87,66.35,23.0,1308.0,45.0,54.0,2.0,90.0,69.81,54.19,16.0,1117.0,,,,,,,,
2001,27,163,27163,148.8,84.25,25018,3722605,133.8,79.66,56.0,7493.0,161.04,86.63,267.0,42997.0,172.05,92.24,538.0,92563.0,152.99,83.53,18730.0,2865463.0,155.61,76.07,248.0,38591.0,128.76,86.52,4884.0,628840.0,163.51,80.19,170.0,27797.0,150.89,88.66,125.0,18861.0
2001,20,159,20159,52.64,53.64,222,11687,50.0,66.0,1.0,50.0,57.0,36.5,2.0,114.0,,,,,62.32,48.22,68.0,4238.0,29.4,33.8,5.0,147.0,49.02,57.46,142.0,6961.0,26.0,37.0,2.0,52.0,62.5,43.0,2.0,125.0
2001,16,NA ,16NA ,101.72,66.89,499,50760,47.67,33.0,3.0,143.0,123.0,71.0,2.0,246.0,70.67,36.67,3.0,212.0,109.03,76.51,358.0,39033.0,70.29,42.29,14.0,984.0,87.97,42.79,107.0,9413.0,40.0,54.75,4.0,160.0,71.13,30.75,8.0,569.0
2001,37,103,37103,63.63,41.3,487,30986,,,,,51.08,31.59,104.0,5312.0,45.0,36.5,2.0,90.0,76.54,51.04,192.0,14696.0,49.0,31.75,4.0,196.0,57.85,36.35,182.0,10528.0,64.0,36.0,1.0,64.0,50.0,89.0,2.0,100.0
2001,37,055,37055,168.47,117.37,4761,802088,174.86,92.14,7.0,1224.0,141.95,83.72,39.0,5536.0,267.27,124.91,11.0,2940.0,172.67,119.79,3824.0,660296.0,163.33,118.97,30.0,4900.0,148.18,106.07,799.0,118395.0,179.47,98.58,19.0,3410.0,168.34,163.47,32.0,5387.0
2001,48,315,48315,49.21,45.16,385,18944,,,,,38.97,33.46,61.0,2377.0,40.33,33.33,3.0,121.0,56.34,58.56,141.0,7944.0,43.86,40.43,7.0,307.0,47.37,38.9,171.0,8100.0,,,,,47.5,26.5,2.0,95.0
2001,36,083,36083,86.3,67.45,5785,499269,65.0,52.83,12.0,780.0,75.61,67.17,84.0,6351.0,92.7,66.12,33.0,3059.0,92.32,67.42,3741.0,345387.0,61.92,56.39,38.0,2353.0,75.44,68.01,1843.0,139041.0,59.04,56.22,23.0,1358.0,85.45,71.09,11.0,940.0
2001,16,005,16005,86.17,57.55,4902,422427,63.56,39.21,43.0,2733.0,96.56,69.67,9.0,869.0,105.84,105.82,38.0,4022.0,89.29,59.94,3222.0,287685.0,71.36,46.98,85.0,6066.0,80.1,52.03,1459.0,116863.0,82.04,58.83,23.0,1887.0,100.09,60.35,23.0,2302.0
2001,48,077,48077,54.95,65.31,254,13958,48.5,44.0,2.0,97.0,,,,,,,,,55.27,74.08,154.0,8511.0,52.5,32.5,2.0,105.0,54.43,52.69,94.0,5116.0,64.5,36.5,2.0,129.0,,,,
