year,state,county,fips,loan_average_app,income_average_app,count_app,value_app,native_loan_average_app,native_income_average_app,native_count_app,native_value_app,black_loan_average_app,black_income_average_app,black_count_app,black_value_app,asian_loan_average_app,asian_income_average_app,asian_count_app,asian_value_app,white_loan_average_app,white_income_average_app,white_count_app,white_value_app,hawaiian_loan_average_app,hawaiian_income_average_app,hawaiian_count_app,hawaiian_value_app,not_applicable_loan_average_app,not_applicable_income_average_app,not_applicable_count_app,not_applicable_value_app,not_provided_loan_average_app,not_provided_income_average_app,not_provided_count_app,not_provided_value_app,no_co_app_loan_average_app,no_co_app_income_average_app,no_co_app_count_app,no_co_app_value_app
2009,01,001,01001,143.77,75.16,1643,236215,135.25,57.75,8.0,1082.0,134.23,61.39,120.0,16107.0,182.57,92.57,14.0,2556.0,143.46,75.85,1167.0,167419.0,142.33,89.67,3.0,427.0,133.81,76.32,152.0,20339.0,158.02,78.09,179.0,28285.0,,,,
2009,01,003,01003,205.65,130.28,10132,2083666,125.57,79.16,49.0,6153.0,131.01,65.23,199.0,26070.0,234.28,163.69,71.0,16634.0,206.31,131.41,8288.0,1709880.0,189.0,122.55,11.0,2079.0,218.53,133.43,718.0,156901.0,208.48,132.14,796.0,165949.0,,,,
2009,01,005,01005,135.5,75.95,495,67073,68.0,55.0,1.0,68.0,84.13,44.57,67.0,5637.0,159.0,36.6,5.0,795.0,145.36,83.02,359.0,52183.0,36.0,31.0,1.0,36.0,119.76,72.71,21.0,2515.0,142.41,73.34,41.0,5839.0,,,,
2009,01,007,01007,98.51,69.38,597,58808,74.0,46.0,6.0,444.0,51.33,38.71,51.0,2618.0,,,,,101.09,72.33,461.0,46603.0,,,,,103.61,74.97,36.0,3730.0,125.88,72.63,43.0,5413.0,,,,
2009,01,009,01009,117.86,66.82,1857,218874,65.12,81.36,25.0,1628.0,137.38,55.63,8.0,1099.0,124.0,78.0,2.0,248.0,118.49,66.82,1527.0,180935.0,147.0,66.5,2.0,294.0,113.72,71.04,144.0,16376.0,122.78,60.79,149.0,18294.0,,,,
2009,01,011,01011,91.43,84.98,172,15726,61.0,25.0,1.0,61.0,51.08,46.51,77.0,3933.0,,,,,124.9,125.57,82.0,10242.0,,,,,85.86,58.43,7.0,601.0,177.8,60.8,5.0,889.0,,,,
2009,01,013,01013,102.15,73.24,411,41984,76.0,42.0,1.0,76.0,57.77,35.0,65.0,3755.0,,,,,107.39,81.88,278.0,29854.0,100.0,80.0,1.0,100.0,117.3,60.78,37.0,4340.0,133.07,92.79,29.0,3859.0,,,,
2009,01,015,01015,115.34,70.62,3213,370592,103.56,50.0,9.0,932.0,85.86,55.1,220.0,18890.0,156.74,88.26,19.0,2978.0,116.74,72.07,2429.0,283559.0,65.83,46.33,6.0,395.0,119.2,73.59,282.0,33615.0,121.87,66.77,248.0,30223.0,,,,
2009,01,017,01017,109.23,68.84,715,78102,29.0,135.0,1.0,29.0,67.96,53.29,102.0,6932.0,225.5,81.5,2.0,451.0,120.69,73.13,513.0,61916.0,56.0,75.0,1.0,56.0,84.76,62.24,42.0,3560.0,95.52,60.83,54.0,5158.0,,,,
2009,01,019,01019,131.93,87.09,744,98155,50.33,27.67,3.0,151.0,65.87,36.6,15.0,988.0,414.0,851.0,1.0,414.0,132.39,86.22,571.0,75593.0,208.0,60.0,1.0,208.0,136.43,80.52,105.0,14325.0,134.92,115.98,48.0,6476.0,,,,
